case_id,oracle_split,injection_mode,target_rgroup,forcefield_type,energy_original,energy_failed,energy_delta,energy_delta_percentile,energy_delta_strict_pass,energy_delta_outlier_flag,ligand_valid,ligand_internal_severe_clash_count,target_num_severe_pairs,max_clash_depth,visual_qc_recommended,sample_path,failed_ligand_sdf
case_002195,near_miss_contact,directed_clash,R3,MMFF,921470915586.231,970675789821.7006,49204874235.469604,1.0,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002195.pkl,ligands/case_002195_failed.sdf
case_001707,near_miss_contact,directed_clash,R2,MMFF,925470993775.9862,974634220654.7706,49163226878.784424,0.9996039603960396,False,abs_delta_ge_p95_or_50,True,0,0,0.20619440078735352,True,samples/case_001707.pkl,ligands/case_001707_failed.sdf
case_001546,near_miss_contact,directed_clash,R2,MMFF,925255351893.3932,973854673555.3733,48599321661.9801,0.9992079207920792,False,abs_delta_ge_p95_or_50,True,0,0,0.15852808952331543,True,samples/case_001546.pkl,ligands/case_001546_failed.sdf
case_001695,near_miss_contact,easy_rotation,R2,MMFF,925470993775.9862,974061188519.0732,48590194743.087036,0.9988118811881188,False,abs_delta_ge_p95_or_50,True,0,0,0.14452195167541504,True,samples/case_001695.pkl,ligands/case_001695_failed.sdf
case_001762,near_miss_contact,directed_clash,R2,MMFF,925794482830.757,974052799376.0803,48258316545.323364,0.9984158415841584,False,abs_delta_ge_p95_or_50,True,0,0,0.2149643898010254,True,samples/case_001762.pkl,ligands/case_001762_failed.sdf
case_001533,near_miss_contact,easy_rotation,R2,MMFF,925255351893.3932,973404076289.0989,48148724395.70569,0.998019801980198,False,abs_delta_ge_p95_or_50,True,0,0,0.018498897552490234,True,samples/case_001533.pkl,ligands/case_001533_failed.sdf
case_002194,duplicate_removed,directed_clash,R3,MMFF,921470915586.231,969452490579.3594,47981574993.12842,0.9974257425742574,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002194.pkl,ligands/case_002194_failed.sdf
case_002181,near_miss_contact,easy_rotation,R3,MMFF,921470915586.231,969452490579.3594,47981574993.12842,0.9974257425742574,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002181.pkl,ligands/case_002181_failed.sdf
case_001749,near_miss_contact,easy_rotation,R2,MMFF,925794482830.757,973692176551.8959,47897693721.138916,0.9968316831683168,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_001749.pkl,ligands/case_001749_failed.sdf
case_002355,near_miss_contact,directed_clash,R2,MMFF,922050999583.6768,969762027885.5371,47711028301.86035,0.9964356435643564,False,abs_delta_ge_p95_or_50,True,0,0,0.16759037971496582,True,samples/case_002355.pkl,ligands/case_002355_failed.sdf
case_001923,near_miss_contact,directed_clash,R2,MMFF,926184912800.5178,973709572231.1345,47524659430.6167,0.996039603960396,False,abs_delta_ge_p95_or_50,True,0,0,0.1626732349395752,True,samples/case_001923.pkl,ligands/case_001923_failed.sdf
case_002246,near_miss_contact,directed_clash,R3,MMFF,926880189897.7926,974166442507.7742,47286252609.98157,0.9956435643564356,False,abs_delta_ge_p95_or_50,True,0,0,0.2233715057373047,True,samples/case_002246.pkl,ligands/case_002246_failed.sdf
case_001867,near_miss_contact,directed_clash,R2,MMFF,928548059444.3755,975754955649.1294,47206896204.75391,0.9952475247524752,False,abs_delta_ge_p95_or_50,True,0,0,0.16147565841674805,True,samples/case_001867.pkl,ligands/case_001867_failed.sdf
case_001926,duplicate_removed,directed_clash,R2,MMFF,926184912800.5178,972822652103.3395,46637739302.821655,0.9946534653465346,False,abs_delta_ge_p95_or_50,True,0,0,0.10956859588623047,True,samples/case_001926.pkl,ligands/case_001926_failed.sdf
case_001911,near_miss_contact,easy_rotation,R2,MMFF,926184912800.5178,972822652103.3395,46637739302.821655,0.9946534653465346,False,abs_delta_ge_p95_or_50,True,0,0,0.10956859588623047,True,samples/case_001911.pkl,ligands/case_001911_failed.sdf
case_001491,near_miss_contact,directed_clash,R2,MMFF,927352205829.1721,973980294285.9718,46628088456.79968,0.994059405940594,False,abs_delta_ge_p95_or_50,True,0,0,0.014782905578613281,True,samples/case_001491.pkl,ligands/case_001491_failed.sdf
case_002249,duplicate_removed,directed_clash,R3,MMFF,926880189897.7926,973038916517.1287,46158726619.33606,0.9934653465346535,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002249.pkl,ligands/case_002249_failed.sdf
case_002235,near_miss_contact,easy_rotation,R3,MMFF,926880189897.7926,973038916517.1287,46158726619.33606,0.9934653465346535,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002235.pkl,ligands/case_002235_failed.sdf
case_002343,near_miss_contact,easy_rotation,R2,MMFF,922050999583.6768,968044431372.104,45993431788.427246,0.9926732673267327,False,abs_delta_ge_p95_or_50,True,0,0,0.0323944091796875,True,samples/case_002343.pkl,ligands/case_002343_failed.sdf
case_002358,duplicate_removed,directed_clash,R2,MMFF,922050999583.6768,968044431372.104,45993431788.427246,0.9926732673267327,False,abs_delta_ge_p95_or_50,True,0,0,0.0323944091796875,True,samples/case_002358.pkl,ligands/case_002358_failed.sdf
case_001641,near_miss_contact,easy_rotation,R3,MMFF,925006539986.4451,970915531285.0366,45908991298.59155,0.9920792079207921,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_001641.pkl,ligands/case_001641_failed.sdf
case_001653,near_miss_contact,directed_clash,R3,MMFF,925006539986.4451,970620179432.9391,45613639446.49402,0.9916831683168317,False,abs_delta_ge_p95_or_50,True,0,0,0.2737715244293213,True,samples/case_001653.pkl,ligands/case_001653_failed.sdf
case_002019,near_miss_contact,easy_rotation,R3,MMFF,927039772095.8596,972319035512.8284,45279263416.96875,0.9912871287128713,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002019.pkl,ligands/case_002019_failed.sdf
case_002086,near_miss_contact,directed_clash,R3,MMFF,925127458356.7124,970323734472.1194,45196276115.40698,0.9908910891089109,False,abs_delta_ge_p95_or_50,True,0,0,0.08155202865600586,True,samples/case_002086.pkl,ligands/case_002086_failed.sdf
case_002032,near_miss_contact,directed_clash,R3,MMFF,927039772095.8596,972158319995.1575,45118547899.29785,0.9904950495049505,False,abs_delta_ge_p95_or_50,True,0,0,0.32548999786376953,True,samples/case_002032.pkl,ligands/case_002032_failed.sdf
case_001493,duplicate_removed,directed_clash,R2,MMFF,927352205829.1721,972251046427.9323,44898840598.76013,0.9899009900990099,False,abs_delta_ge_p95_or_50,True,0,0,0.14951086044311523,True,samples/case_001493.pkl,ligands/case_001493_failed.sdf
case_001479,near_miss_contact,easy_rotation,R2,MMFF,927352205829.1721,972251046427.9323,44898840598.76013,0.9899009900990099,False,abs_delta_ge_p95_or_50,True,0,0,0.14951086044311523,True,samples/case_001479.pkl,ligands/case_001479_failed.sdf
case_002300,near_miss_contact,directed_clash,R3,MMFF,926600409459.6487,971427482225.8195,44827072766.17078,0.9893069306930693,False,abs_delta_ge_p95_or_50,True,0,0,0.3248915672302246,True,samples/case_002300.pkl,ligands/case_002300_failed.sdf
case_001857,near_miss_contact,easy_rotation,R2,MMFF,928548059444.3755,973067336592.3859,44519277148.010376,0.9887128712871287,False,abs_delta_ge_p95_or_50,True,0,0,0.19028139114379883,True,samples/case_001857.pkl,ligands/case_001857_failed.sdf
case_001870,duplicate_removed,directed_clash,R2,MMFF,928548059444.3755,973067336592.3859,44519277148.010376,0.9887128712871287,False,abs_delta_ge_p95_or_50,True,0,0,0.19028139114379883,True,samples/case_001870.pkl,ligands/case_001870_failed.sdf
case_002289,near_miss_contact,easy_rotation,R3,MMFF,926600409459.6487,970417014470.9536,43816605011.30493,0.9879207920792079,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002289.pkl,ligands/case_002289_failed.sdf
case_002304,duplicate_removed,directed_clash,R3,MMFF,926600409459.6487,970417014470.9536,43816605011.30493,0.9879207920792079,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002304.pkl,ligands/case_002304_failed.sdf
case_002191,invalid_conformer,directed_clash,R3,MMFF,921470915586.231,965065530297.9664,43594614711.73547,0.9871287128712871,False,abs_delta_ge_p95_or_50,False,1,1,0.5423212051391602,True,samples/case_002191.pkl,ligands/case_002191_failed.sdf
case_002182,invalid_conformer,easy_rotation,R3,MMFF,921470915586.231,965065530297.9664,43594614711.73547,0.9871287128712871,False,abs_delta_ge_p95_or_50,False,1,1,0.5423212051391602,True,samples/case_002182.pkl,ligands/case_002182_failed.sdf
case_001803,near_miss_contact,easy_rotation,R3,MMFF,928166074597.43,971412069027.4464,43245994430.01636,0.9865346534653465,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_001803.pkl,ligands/case_001803_failed.sdf
case_002087,duplicate_removed,directed_clash,R3,MMFF,925127458356.7124,968336340793.7872,43208882437.07483,0.9859405940594059,False,abs_delta_ge_p95_or_50,True,0,0,0.08629894256591797,True,samples/case_002087.pkl,ligands/case_002087_failed.sdf
case_002073,near_miss_contact,easy_rotation,R3,MMFF,925127458356.7124,968336340793.7872,43208882437.07483,0.9859405940594059,False,abs_delta_ge_p95_or_50,True,0,0,0.08629894256591797,True,samples/case_002073.pkl,ligands/case_002073_failed.sdf
case_001816,near_miss_contact,directed_clash,R3,MMFF,928166074597.43,971343116221.7196,43177041624.28955,0.9853465346534653,False,abs_delta_ge_p95_or_50,True,0,0,0.3226914405822754,True,samples/case_001816.pkl,ligands/case_001816_failed.sdf
case_001858,invalid_conformer,easy_rotation,R2,MMFF,928548059444.3755,971685375029.3518,43137315584.97632,0.9849504950495049,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001858.pkl,ligands/case_001858_failed.sdf
case_001696,invalid_conformer,easy_rotation,R2,MMFF,925470993775.9862,968467962597.1201,42996968821.13391,0.9843564356435643,False,abs_delta_ge_p95_or_50,False,1,1,0.5370221138000488,True,samples/case_001696.pkl,ligands/case_001696_failed.sdf
case_001706,invalid_conformer,directed_clash,R2,MMFF,925470993775.9862,968467962597.1201,42996968821.13391,0.9843564356435643,False,abs_delta_ge_p95_or_50,False,1,1,0.5370221138000488,True,samples/case_001706.pkl,ligands/case_001706_failed.sdf
case_002344,invalid_conformer,easy_rotation,R2,MMFF,922050999583.6768,964783341941.8296,42732342358.15283,0.9835643564356435,False,abs_delta_ge_p95_or_50,False,1,1,0.5506939888000488,True,samples/case_002344.pkl,ligands/case_002344_failed.sdf
case_002353,invalid_conformer,directed_clash,R2,MMFF,922050999583.6768,964783341941.8296,42732342358.15283,0.9835643564356435,False,abs_delta_ge_p95_or_50,False,1,1,0.5506939888000488,True,samples/case_002353.pkl,ligands/case_002353_failed.sdf
case_001544,invalid_conformer,directed_clash,R2,MMFF,925255351893.3932,967660330825.4817,42404978932.0885,0.9827722772277228,False,abs_delta_ge_p95_or_50,False,1,1,0.613774299621582,True,samples/case_001544.pkl,ligands/case_001544_failed.sdf
case_001534,invalid_conformer,easy_rotation,R2,MMFF,925255351893.3932,967660330825.4817,42404978932.0885,0.9827722772277228,False,abs_delta_ge_p95_or_50,False,1,1,0.613774299621582,True,samples/case_001534.pkl,ligands/case_001534_failed.sdf
case_001760,invalid_conformer,directed_clash,R2,MMFF,925794482830.757,967827018101.7202,42032535270.96326,0.981980198019802,False,abs_delta_ge_p95_or_50,False,1,1,0.7029943466186523,True,samples/case_001760.pkl,ligands/case_001760_failed.sdf
case_001750,invalid_conformer,easy_rotation,R2,MMFF,925794482830.757,967827018101.7202,42032535270.96326,0.981980198019802,False,abs_delta_ge_p95_or_50,False,1,1,0.7029943466186523,True,samples/case_001750.pkl,ligands/case_001750_failed.sdf
case_001978,near_miss_contact,directed_clash,R2,MMFF,930469012202.6069,972325895970.586,41856883767.979126,0.9813861386138614,False,abs_delta_ge_p95_or_50,True,0,0,0.12279510498046875,True,samples/case_001978.pkl,ligands/case_001978_failed.sdf
case_002250,invalid_conformer,directed_clash,R3,MMFF,926880189897.7926,968736827713.4154,41856637815.6228,0.9807920792079208,False,abs_delta_ge_p95_or_50,False,1,0,0.020472049713134766,True,samples/case_002250.pkl,ligands/case_002250_failed.sdf
case_002236,invalid_conformer,easy_rotation,R3,MMFF,926880189897.7926,968736827713.4154,41856637815.6228,0.9807920792079208,False,abs_delta_ge_p95_or_50,False,1,0,0.020472049713134766,True,samples/case_002236.pkl,ligands/case_002236_failed.sdf
case_001912,invalid_conformer,easy_rotation,R2,MMFF,926184912800.5178,968039309923.1589,41854397122.64111,0.98,False,abs_delta_ge_p95_or_50,False,1,1,0.46950435638427734,True,samples/case_001912.pkl,ligands/case_001912_failed.sdf
case_001922,invalid_conformer,directed_clash,R2,MMFF,926184912800.5178,968039309923.1589,41854397122.64111,0.98,False,abs_delta_ge_p95_or_50,False,1,1,0.46950435638427734,True,samples/case_001922.pkl,ligands/case_001922_failed.sdf
case_001490,invalid_conformer,directed_clash,R2,MMFF,927352205829.1721,969160614376.7603,41808408547.588135,0.9792079207920792,False,abs_delta_ge_p95_or_50,False,1,1,0.4310123920440674,True,samples/case_001490.pkl,ligands/case_001490_failed.sdf
case_001480,invalid_conformer,easy_rotation,R2,MMFF,927352205829.1721,969160614376.7603,41808408547.588135,0.9792079207920792,False,abs_delta_ge_p95_or_50,False,1,1,0.4310123920440674,True,samples/case_001480.pkl,ligands/case_001480_failed.sdf
case_002074,invalid_conformer,easy_rotation,R3,MMFF,925127458356.7124,965923316423.315,40795858066.60254,0.9784158415841584,False,abs_delta_ge_p95_or_50,False,1,1,0.48827266693115234,True,samples/case_002074.pkl,ligands/case_002074_failed.sdf
case_002083,invalid_conformer,directed_clash,R3,MMFF,925127458356.7124,965923316423.315,40795858066.60254,0.9784158415841584,False,abs_delta_ge_p95_or_50,False,1,1,0.48827266693115234,True,samples/case_002083.pkl,ligands/case_002083_failed.sdf
case_002127,near_miss_contact,easy_rotation,R3,MMFF,929471115523.184,970193051706.0505,40721936182.86658,0.9778217821782178,False,abs_delta_ge_p95_or_50,True,0,0,0.0,True,samples/case_002127.pkl,ligands/case_002127_failed.sdf
case_001965,near_miss_contact,easy_rotation,R2,MMFF,930469012202.6069,970561314016.5525,40092301813.94556,0.9772277227722772,False,abs_delta_ge_p95_or_50,True,0,0,0.3665812015533447,True,samples/case_001965.pkl,ligands/case_001965_failed.sdf
case_001980,duplicate_removed,directed_clash,R2,MMFF,930469012202.6069,970561314016.5525,40092301813.94556,0.9772277227722772,False,abs_delta_ge_p95_or_50,True,0,0,0.3665812015533447,True,samples/case_001980.pkl,ligands/case_001980_failed.sdf
case_002141,near_miss_contact,directed_clash,R3,MMFF,929471115523.184,969336840342.127,39865724818.94299,0.9766336633663366,False,abs_delta_ge_p95_or_50,True,0,0,0.2709770202636719,True,samples/case_002141.pkl,ligands/case_002141_failed.sdf
case_001598,near_miss_contact,directed_clash,R2,MMFF,930414698972.5945,970274210297.3884,39859511324.793945,0.9762376237623762,False,abs_delta_ge_p95_or_50,True,0,0,0.18857264518737793,True,samples/case_001598.pkl,ligands/case_001598_failed.sdf
case_002299,invalid_conformer,directed_clash,R3,MMFF,926600409459.6487,966232758529.3368,39632349069.68811,0.9756435643564356,False,abs_delta_ge_p95_or_50,False,1,1,0.5200531482696533,True,samples/case_002299.pkl,ligands/case_002299_failed.sdf
case_002290,invalid_conformer,easy_rotation,R3,MMFF,926600409459.6487,966232758529.3368,39632349069.68811,0.9756435643564356,False,abs_delta_ge_p95_or_50,False,1,1,0.5200531482696533,True,samples/case_002290.pkl,ligands/case_002290_failed.sdf
case_001652,invalid_conformer,directed_clash,R3,MMFF,925006539986.4451,964190054585.1366,39183514598.69153,0.9748514851485148,False,abs_delta_ge_p95_or_50,False,1,1,0.5329139232635498,True,samples/case_001652.pkl,ligands/case_001652_failed.sdf
case_001642,invalid_conformer,easy_rotation,R3,MMFF,925006539986.4451,964190054585.1366,39183514598.69153,0.9748514851485148,False,abs_delta_ge_p95_or_50,False,1,1,0.5329139232635498,True,samples/case_001642.pkl,ligands/case_001642_failed.sdf
case_002020,invalid_conformer,easy_rotation,R3,MMFF,927039772095.8596,965912453490.4152,38872681394.55554,0.974059405940594,False,abs_delta_ge_p95_or_50,False,1,1,0.6324777603149414,True,samples/case_002020.pkl,ligands/case_002020_failed.sdf
case_002030,invalid_conformer,directed_clash,R3,MMFF,927039772095.8596,965912453490.4152,38872681394.55554,0.974059405940594,False,abs_delta_ge_p95_or_50,False,1,1,0.6324777603149414,True,samples/case_002030.pkl,ligands/case_002030_failed.sdf
case_001587,near_miss_contact,easy_rotation,R2,MMFF,930414698972.5945,968914044041.3766,38499345068.782104,0.9732673267326732,False,abs_delta_ge_p95_or_50,True,0,0,0.2594728469848633,True,samples/case_001587.pkl,ligands/case_001587_failed.sdf
case_001602,duplicate_removed,directed_clash,R2,MMFF,930414698972.5945,968914044041.3766,38499345068.782104,0.9732673267326732,False,abs_delta_ge_p95_or_50,True,0,0,0.2594728469848633,True,samples/case_001602.pkl,ligands/case_001602_failed.sdf
case_001966,invalid_conformer,easy_rotation,R2,MMFF,930469012202.6069,968189377239.6494,37720365037.04248,0.9724752475247525,False,abs_delta_ge_p95_or_50,False,1,1,0.5813577175140381,True,samples/case_001966.pkl,ligands/case_001966_failed.sdf
case_001974,invalid_conformer,directed_clash,R2,MMFF,930469012202.6069,968189377239.6494,37720365037.04248,0.9724752475247525,False,abs_delta_ge_p95_or_50,False,1,1,0.5813577175140381,True,samples/case_001974.pkl,ligands/case_001974_failed.sdf
case_001804,invalid_conformer,easy_rotation,R3,MMFF,928166074597.43,965441667697.2848,37275593099.85474,0.9716831683168317,False,abs_delta_ge_p95_or_50,False,1,1,0.6362993717193604,True,samples/case_001804.pkl,ligands/case_001804_failed.sdf
case_001814,invalid_conformer,directed_clash,R3,MMFF,928166074597.43,965441667697.2848,37275593099.85474,0.9716831683168317,False,abs_delta_ge_p95_or_50,False,1,1,0.6362993717193604,True,samples/case_001814.pkl,ligands/case_001814_failed.sdf
case_001494,near_miss_contact,directed_clash,R2,MMFF,927352205829.1721,964451810107.9254,37099604278.753296,0.9710891089108911,False,abs_delta_ge_p95_or_50,True,0,0,0.24312114715576172,True,samples/case_001494.pkl,ligands/case_001494_failed.sdf
case_002142,invalid_conformer,directed_clash,R3,MMFF,929471115523.184,965540718011.3677,36069602488.183716,0.9706930693069307,False,abs_delta_ge_p95_or_50,False,1,0,0.3745589256286621,True,samples/case_002142.pkl,ligands/case_002142_failed.sdf
case_001872,invalid_conformer,directed_clash,R2,MMFF,928548059444.3755,964366549926.3019,35818490481.92639,0.9702970297029703,False,abs_delta_ge_p95_or_50,False,1,0,0.19762516021728516,True,samples/case_001872.pkl,ligands/case_001872_failed.sdf
case_001596,invalid_conformer,directed_clash,R2,MMFF,930414698972.5945,966060761131.9744,35646062159.37988,0.9697029702970297,False,abs_delta_ge_p95_or_50,False,1,1,0.5727536678314209,True,samples/case_001596.pkl,ligands/case_001596_failed.sdf
case_001588,invalid_conformer,easy_rotation,R2,MMFF,930414698972.5945,966060761131.9744,35646062159.37988,0.9697029702970297,False,abs_delta_ge_p95_or_50,False,1,1,0.5727536678314209,True,samples/case_001588.pkl,ligands/case_001588_failed.sdf
case_002140,invalid_conformer,directed_clash,R3,MMFF,929471115523.184,963207977117.3877,33736861594.203735,0.9689108910891089,False,abs_delta_ge_p95_or_50,False,1,1,0.5719799995422363,True,samples/case_002140.pkl,ligands/case_002140_failed.sdf
case_002128,invalid_conformer,easy_rotation,R3,MMFF,929471115523.184,963207977117.3877,33736861594.203735,0.9689108910891089,False,abs_delta_ge_p95_or_50,False,1,1,0.5719799995422363,True,samples/case_002128.pkl,ligands/case_002128_failed.sdf
case_001979,invalid_conformer,directed_clash,R2,MMFF,930469012202.6069,963382619291.6995,32913607089.09253,0.9683168316831683,False,abs_delta_ge_p95_or_50,False,1,1,0.46242237091064453,True,samples/case_001979.pkl,ligands/case_001979_failed.sdf
case_002193,invalid_conformer,directed_clash,R3,MMFF,921470915586.231,954173232293.1924,32702316706.961426,0.9679207920792079,False,abs_delta_ge_p95_or_50,False,2,0,0.16185951232910156,True,samples/case_002193.pkl,ligands/case_002193_failed.sdf
case_002357,invalid_conformer,directed_clash,R2,MMFF,922050999583.6768,954485300419.4901,32434300835.813354,0.9675247524752475,False,abs_delta_ge_p95_or_50,False,2,0,0.20094656944274902,True,samples/case_002357.pkl,ligands/case_002357_failed.sdf
case_001597,invalid_conformer,directed_clash,R2,MMFF,930414698972.5945,962355169452.5977,31940470480.003174,0.9671287128712871,False,abs_delta_ge_p95_or_50,False,1,1,0.607013463973999,True,samples/case_001597.pkl,ligands/case_001597_failed.sdf
case_001709,invalid_conformer,directed_clash,R2,MMFF,925470993775.9862,957266606705.0056,31795612929.01941,0.9667326732673267,False,abs_delta_ge_p95_or_50,False,2,0,0.20977330207824707,True,samples/case_001709.pkl,ligands/case_001709_failed.sdf
case_001492,invalid_conformer,directed_clash,R2,MMFF,927352205829.1721,959123877743.942,31771671914.769897,0.9663366336633663,False,abs_delta_ge_p95_or_50,False,2,0,0.13486909866333008,True,samples/case_001492.pkl,ligands/case_001492_failed.sdf
case_001547,invalid_conformer,directed_clash,R2,MMFF,925255351893.3932,956531277245.7914,31275925352.398193,0.9659405940594059,False,abs_delta_ge_p95_or_50,False,2,0,0.2011098861694336,True,samples/case_001547.pkl,ligands/case_001547_failed.sdf
case_002085,invalid_conformer,directed_clash,R3,MMFF,925127458356.7124,956350063555.1157,31222605198.40332,0.9655445544554455,False,abs_delta_ge_p95_or_50,False,2,0,0.29352307319641113,True,samples/case_002085.pkl,ligands/case_002085_failed.sdf
case_001925,invalid_conformer,directed_clash,R2,MMFF,926184912800.5178,957377065114.5352,31192152314.017334,0.9651485148514851,False,abs_delta_ge_p95_or_50,False,2,0,0.11144304275512695,True,samples/case_001925.pkl,ligands/case_001925_failed.sdf
case_001763,invalid_conformer,directed_clash,R2,MMFF,925794482830.757,956734153303.25,30939670472.493042,0.9647524752475247,False,abs_delta_ge_p95_or_50,False,2,0,0.24292731285095215,True,samples/case_001763.pkl,ligands/case_001763_failed.sdf
case_001694,invalid_conformer,easy_rotation,R2,MMFF,925470993775.9862,955148562176.4778,29677568400.491577,0.9643564356435643,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001694.pkl,ligands/case_001694_failed.sdf
case_002302,invalid_conformer,directed_clash,R3,MMFF,926600409459.6487,956265432917.4745,29665023457.825806,0.9639603960396039,False,abs_delta_ge_p95_or_50,False,2,0,0.1952071189880371,True,samples/case_002302.pkl,ligands/case_002302_failed.sdf
case_001532,invalid_conformer,easy_rotation,R2,MMFF,925255351893.3932,954865034194.2767,29609682300.883545,0.9635643564356435,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001532.pkl,ligands/case_001532_failed.sdf
case_001748,invalid_conformer,easy_rotation,R2,MMFF,925794482830.757,955401335247.1187,29606852416.361694,0.9631683168316831,False,abs_delta_ge_p95_or_50,False,2,0,0.0,True,samples/case_001748.pkl,ligands/case_001748_failed.sdf
case_001640,invalid_conformer,easy_rotation,R3,MMFF,925006539986.4451,954489900403.9552,29483360417.51013,0.9627722772277227,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001640.pkl,ligands/case_001640_failed.sdf
case_002018,invalid_conformer,easy_rotation,R3,MMFF,927039772095.8596,955896114997.7521,28856342901.892456,0.9623762376237623,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_002018.pkl,ligands/case_002018_failed.sdf
case_001975,invalid_conformer,directed_clash,R2,MMFF,930469012202.6069,959291574766.0071,28822562563.400146,0.961980198019802,False,abs_delta_ge_p95_or_50,False,2,0,0.37929368019104004,True,samples/case_001975.pkl,ligands/case_001975_failed.sdf
case_001656,invalid_conformer,directed_clash,R3,MMFF,925006539986.4451,953396390321.6499,28389850335.204834,0.9615841584158416,False,abs_delta_ge_p95_or_50,False,2,0,0.1223444938659668,True,samples/case_001656.pkl,ligands/case_001656_failed.sdf
case_002033,invalid_conformer,directed_clash,R3,MMFF,927039772095.8596,955301282113.1599,28261510017.300293,0.9611881188118812,False,abs_delta_ge_p95_or_50,False,2,0,0.12072396278381348,True,samples/case_002033.pkl,ligands/case_002033_failed.sdf
case_002180,invalid_conformer,easy_rotation,R3,MMFF,921470915586.231,949650517165.1908,28179601578.95984,0.9607920792079208,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_002180.pkl,ligands/case_002180_failed.sdf
case_001910,invalid_conformer,easy_rotation,R2,MMFF,926184912800.5178,954097120105.9459,27912207305.4281,0.9603960396039604,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001910.pkl,ligands/case_001910_failed.sdf
case_001802,invalid_conformer,easy_rotation,R3,MMFF,928166074597.43,955586711140.9287,27420636543.498657,0.96,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001802.pkl,ligands/case_001802_failed.sdf
case_002234,invalid_conformer,easy_rotation,R3,MMFF,926880189897.7926,954078640114.2195,27198450216.42688,0.9596039603960396,False,abs_delta_ge_p95_or_50,False,2,0,0.0,True,samples/case_002234.pkl,ligands/case_002234_failed.sdf
case_002126,invalid_conformer,easy_rotation,R3,MMFF,929471115523.184,956658637150.3147,27187521627.130737,0.9592079207920792,False,abs_delta_ge_p95_or_50,False,2,0,0.0,True,samples/case_002126.pkl,ligands/case_002126_failed.sdf
case_001817,invalid_conformer,directed_clash,R3,MMFF,928166074597.43,955331499099.7574,27165424502.327393,0.9588118811881188,False,abs_delta_ge_p95_or_50,False,2,0,0.2727200984954834,True,samples/case_001817.pkl,ligands/case_001817_failed.sdf
case_001600,invalid_conformer,directed_clash,R2,MMFF,930414698972.5945,957432648146.2993,27017949173.704834,0.9584158415841584,False,abs_delta_ge_p95_or_50,False,3,0,0.20281052589416504,True,samples/case_001600.pkl,ligands/case_001600_failed.sdf
case_002342,invalid_conformer,easy_rotation,R2,MMFF,922050999583.6768,948134838709.9637,26083839126.286987,0.958019801980198,False,abs_delta_ge_p95_or_50,False,2,0,0.0,True,samples/case_002342.pkl,ligands/case_002342_failed.sdf
case_002288,invalid_conformer,easy_rotation,R3,MMFF,926600409459.6487,952527078999.1842,25926669539.535522,0.9576237623762376,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_002288.pkl,ligands/case_002288_failed.sdf
case_001478,invalid_conformer,easy_rotation,R2,MMFF,927352205829.1721,952727571756.1941,25375365927.021973,0.9572277227722772,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001478.pkl,ligands/case_001478_failed.sdf
case_002138,invalid_conformer,directed_clash,R3,MMFF,929471115523.184,953487554361.3148,24016438838.13086,0.9568316831683168,False,abs_delta_ge_p95_or_50,False,3,1,0.4688131809234619,True,samples/case_002138.pkl,ligands/case_002138_failed.sdf
case_002072,invalid_conformer,easy_rotation,R3,MMFF,925127458356.7124,948996758853.3512,23869300496.638794,0.9564356435643564,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_002072.pkl,ligands/case_002072_failed.sdf
case_001856,invalid_conformer,easy_rotation,R2,MMFF,928548059444.3755,952044144866.8862,23496085422.510742,0.956039603960396,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001856.pkl,ligands/case_001856_failed.sdf
case_001964,invalid_conformer,easy_rotation,R2,MMFF,930469012202.6069,952759084209.1526,22290072006.545654,0.9556435643564356,False,abs_delta_ge_p95_or_50,False,1,0,0.0,True,samples/case_001964.pkl,ligands/case_001964_failed.sdf
