case_id,view,angle,script_path,image_path,status,returncode,stderr_tail,camera_score,camera_focus,camera_target,camera_target_mode,displacement_axis_angle_degrees,displacement_axis_angle_gate_pass,ligand_occluded_fraction,center_line_blocked,camera_direction,camera_selection_tier,candidate_directions,interest_occluded_fraction,key_occluded_fraction,projection_area_score,interest_area_score,render_action
case_000004,ligand_delta,clear_04,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_04.png,rendered,0,,5.118959,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,36.808044,True,0.0,False,"0.317329,-0.893555,0.317588",strict,1024,0.0,0.0,0.85316,0.85316,existing_before_incremental
case_000004,ligand_delta,clear_05,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_05.png,rendered,0,,4.996528,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,83.681176,True,0.0,False,"0.053729,-0.651367,-0.756858",strict,1024,0.0,0.0,0.832755,0.832755,existing_before_incremental
case_000004,ligand_delta,clear_06,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_06.png,rendered,0,,4.923042,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,51.35602,True,0.0,False,"-0.039348,0.862305,-0.504859",strict,1024,0.0,0.0,0.820507,0.820507,existing_before_incremental
case_000004,ligand_delta,clear_07,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_07.png,rendered,0,,4.514806,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,86.445191,True,0.0,False,"-0.554607,-0.829102,-0.070724",strict,1024,0.0,0.0,0.752468,0.752468,existing_before_incremental
case_000004,ligand_delta,clear_08,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_08.png,rendered,0,,4.46567,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,30.235539,True,0.0,False,"-0.608910,0.791992,0.044470",strict,1024,0.0,0.0,0.744278,0.744278,existing_before_incremental
case_000004,ligand_delta,clear_09,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_09.png,rendered,0,,4.421852,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,83.581716,True,0.0,False,"0.557485,0.809570,0.183865",strict,1024,0.0,0.0,0.736975,0.736975,existing_before_incremental
case_000004,ligand_delta,clear_10,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_10.png,rendered,0,,4.168763,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,67.768097,True,0.0,False,"-0.246248,-0.807617,0.535832",strict,1024,0.0,0.0,0.694794,0.694794,existing_before_incremental
case_000004,ligand_delta,clear_11,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_11.png,rendered,0,,3.823219,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,36.09492,True,0.0,False,"0.640135,-0.739258,-0.209105",strict,1024,0.0,0.0,0.637203,0.637203,existing_before_incremental
case_000004,ligand_delta,clear_12,runs/phase2_visual_qc/case_000004/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/ligand_delta_clear_12.png,rendered,0,,3.600917,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,43.846261,True,0.0,False,"0.247639,-0.495117,0.832787",strict,1024,0.0,0.0,0.600153,0.600153,existing_before_incremental
case_000004,overlay_sticks,clear_01,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_01.png,rendered,0,,9.694724,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,63.582121,True,0.043478,False,"0.050702,-0.973633,-0.222415",strict,1024,0.030769,0.0,1.0,1.0,existing_before_incremental
case_000004,overlay_sticks,clear_02,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_02.png,rendered,0,,9.684264,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,62.152092,True,0.0,False,"-0.041235,0.987305,0.153392",strict,1024,0.0,0.0,0.995607,0.995607,existing_before_incremental
case_000004,overlay_sticks,clear_03,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_03.png,rendered,0,,8.809157,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,73.148359,True,0.0,False,"0.727577,0.676758,0.112389",strict,1024,0.0,0.0,0.597339,0.597339,existing_before_incremental
case_000004,overlay_sticks,clear_04,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_04.png,rendered,0,,8.510418,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,33.169122,True,0.0,False,"0.791721,-0.565430,-0.231230",strict,1024,0.0,0.0,0.515538,0.515538,existing_before_incremental
case_000004,overlay_sticks,clear_05,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_05.png,rendered,0,,8.15746,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,48.008547,True,0.0,False,"-0.096719,0.795898,-0.597655",strict,1024,0.0,0.0,0.796342,0.796342,existing_before_incremental
case_000004,overlay_sticks,clear_06,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_06.png,rendered,0,,8.136152,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,82.095703,True,0.043478,False,"0.200080,-0.518555,-0.831306",strict,1024,0.030769,0.0,0.759067,0.759067,existing_before_incremental
case_000004,overlay_sticks,clear_07,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_07.png,rendered,0,,8.127739,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,31.367619,True,0.0,False,"0.376950,-0.760742,0.528375",strict,1024,0.0,0.0,0.738141,0.738141,existing_before_incremental
case_000004,overlay_sticks,clear_08,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_08.png,rendered,0,,8.072457,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,82.878684,True,0.0,False,"0.186888,0.588867,0.786326",strict,1024,0.0,0.0,0.686126,0.686126,existing_before_incremental
case_000004,overlay_sticks,clear_09,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_09.png,rendered,0,,7.430629,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,77.388207,True,0.26087,False,"-0.399619,-0.823242,0.403208",strict,1024,0.215385,0.0,0.640776,0.640776,existing_before_incremental
case_000004,overlay_sticks,clear_10,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_10.png,rendered,0,,7.193729,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,30.913741,True,0.0,False,"0.828945,-0.008789,0.559262",strict,1024,0.0,0.0,0.304355,0.304376,existing_before_incremental
case_000004,overlay_sticks,clear_11,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_11.png,rendered,0,,7.11579,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,82.129589,True,0.0,False,"0.673942,0.401367,-0.620247",strict,1024,0.0,0.0,0.320455,0.320455,existing_before_incremental
case_000004,overlay_sticks,clear_12,runs/phase2_visual_qc/case_000004/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_sticks_clear_12.png,rendered,0,,6.674219,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,60.488353,True,0.043478,False,"0.090364,-0.188477,0.977911",strict,1024,0.030769,0.0,0.409938,0.409938,existing_before_incremental
case_000004,overlay_surface,clear_01,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_01.png,rendered,0,,6.699042,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,88.293189,True,0.0,False,"0.516880,0.850586,0.096639",strict,1024,0.0,0.0,0.783283,0.783283,existing_before_incremental
case_000004,overlay_surface,clear_02,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_02.png,rendered,0,,6.593564,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,32.437769,True,0.0,False,"0.504540,-0.862305,0.043247",strict,1024,0.0,0.0,0.851971,0.851971,existing_before_incremental
case_000004,overlay_surface,clear_03,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_03.png,rendered,0,,6.459407,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,31.169489,True,0.0,False,"0.932027,-0.325195,-0.159917",strict,1024,0.0,0.0,0.401354,0.401354,existing_before_incremental
case_000004,overlay_surface,clear_04,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_04.png,rendered,0,,6.447158,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,50.439592,True,0.0,False,"0.891476,0.354492,0.282145",strict,1024,0.0,0.0,0.385875,0.385875,existing_before_incremental
case_000004,overlay_surface,clear_05,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_05.png,rendered,0,,6.445433,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,64.951209,True,0.0,False,"0.287720,-0.774414,-0.563472",strict,1024,0.0,0.0,0.866432,0.866432,existing_before_incremental
case_000004,overlay_surface,clear_06,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_06.png,rendered,0,,6.413923,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,67.135809,True,0.0,False,"0.229785,0.872070,-0.432079",strict,1024,0.0,0.0,0.758392,0.758392,existing_before_incremental
case_000004,overlay_surface,clear_07,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_07.png,rendered,0,,6.397703,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,74.716084,True,0.0,False,"0.785263,0.493164,-0.374368",strict,1024,0.0,0.0,0.386225,0.386225,existing_before_incremental
case_000004,overlay_surface,clear_08,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_08.png,rendered,0,,6.341355,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,66.714891,True,0.0,False,"0.616175,-0.293945,-0.730701",strict,1024,0.0,0.0,0.513563,0.513563,existing_before_incremental
case_000004,overlay_surface,clear_09,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_09.png,rendered,0,,6.335492,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,80.30905,True,0.0,False,"0.066437,0.829102,0.555137",strict,1024,0.0,0.0,0.864293,0.864293,existing_before_incremental
case_000004,overlay_surface,clear_10,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_10.png,rendered,0,,6.179486,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,32.408768,True,0.0,False,"0.368153,-0.694336,0.618353",strict,1024,0.0,0.0,0.664234,0.664234,existing_before_incremental
case_000004,overlay_surface,clear_11,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_11.png,rendered,0,,6.085895,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,58.970714,True,0.0,False,"0.505857,0.323242,0.799765",strict,1024,0.0,0.0,0.425941,0.425941,existing_before_incremental
case_000004,overlay_surface,clear_12,runs/phase2_visual_qc/case_000004/scripts/overlay_surface_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000004/images/overlay_surface_clear_12.png,rendered,0,,6.068981,"69.173687,101.405422,8.876282","69.173687,101.405422,8.876282",rgroup_displacement_midpoint,80.055974,True,0.0,False,"0.359567,0.350586,-0.864755",strict,1024,0.0,0.0,0.443218,0.443218,existing_before_incremental
case_000005,clash_pair_vdw,clear_01,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_01.png,rendered,0,,8.744239,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,48.644166,True,0.0,False,"0.385909,-0.600586,-0.700265",strict,1024,0.06,0.111111,0.784198,0.859272,existing_before_incremental
case_000005,clash_pair_vdw,clear_02,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_02.png,rendered,0,,8.68488,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,34.878435,True,0.0,False,"0.044183,0.999023,0.000000",strict,1024,0.04,0.074074,0.889327,0.974694,existing_before_incremental
case_000005,clash_pair_vdw,clear_03,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_03.png,rendered,0,,8.273159,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,32.210257,True,0.0,False,"0.707819,-0.590820,-0.387200",strict,1024,0.02,0.037037,0.608553,0.736382,existing_before_incremental
case_000005,clash_pair_vdw,clear_04,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_04.png,rendered,0,,8.191758,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,60.619902,True,0.0,False,"0.444045,0.875977,0.188386",strict,1024,0.02,0.037037,0.81194,0.876441,existing_before_incremental
case_000005,clash_pair_vdw,clear_05,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_05.png,rendered,0,,8.135232,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,49.736898,True,0.0,False,"0.229785,0.872070,-0.432079",strict,1024,0.04,0.074074,0.753426,0.835632,existing_before_incremental
case_000005,clash_pair_vdw,clear_06,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_06.png,rendered,0,,7.970114,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,30.755717,True,0.0,False,"0.569632,-0.612305,0.548272",strict,1024,0.12,0.222222,0.694617,0.703241,existing_before_incremental
case_000005,clash_pair_vdw,clear_07,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_07.png,rendered,0,,7.867457,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,57.733853,True,0.0,False,"0.195914,0.803711,0.561842",strict,1024,0.1,0.185185,0.705323,0.798617,existing_before_incremental
case_000005,clash_pair_vdw,clear_08,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_08.png,rendered,0,,7.74595,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,76.726598,True,0.0,False,"0.290547,-0.170898,-0.941475",strict,1024,0.08,0.148148,0.512212,0.586242,existing_before_incremental
case_000005,clash_pair_vdw,clear_09,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_09.png,rendered,0,,7.593186,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,31.236522,True,0.0,False,"0.870104,-0.448242,0.204933",strict,1024,0.06,0.111111,0.542328,0.634724,existing_before_incremental
case_000005,clash_pair_vdw,clear_10,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_10.png,rendered,0,,7.584111,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,60.790224,True,0.0,False,"0.751719,-0.161133,-0.639495",strict,1024,0.0,0.0,0.455663,0.541632,existing_before_incremental
case_000005,clash_pair_vdw,clear_11,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_11.png,rendered,0,,7.401422,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,72.867449,True,0.0,False,"0.642978,0.733398,-0.220694",strict,1024,0.02,0.037037,0.559427,0.657548,existing_before_incremental
case_000005,clash_pair_vdw,clear_12,runs/phase2_visual_qc/case_000005/scripts/clash_pair_vdw_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/clash_pair_vdw_clear_12.png,rendered,0,,7.292537,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,73.171072,True,0.0,False,"0.298939,0.458008,-0.837176",strict,1024,0.08,0.148148,0.530877,0.532094,existing_before_incremental
case_000005,ligand_delta,clear_01,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_01.png,rendered,0,,6.0,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,32.472415,True,0.0,False,"-0.124822,0.946289,0.298256",strict,1024,0.0,0.0,1.0,1.0,existing_before_incremental
case_000005,ligand_delta,clear_02,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_02.png,rendered,0,,5.988081,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,33.593791,True,0.0,False,"0.050702,-0.973633,-0.222415",strict,1024,0.0,0.0,0.998013,0.998013,existing_before_incremental
case_000005,ligand_delta,clear_03,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_03.png,rendered,0,,5.160961,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,38.177052,True,0.0,False,"-0.039348,0.862305,-0.504859",strict,1024,0.0,0.0,0.86016,0.86016,existing_before_incremental
case_000005,ligand_delta,clear_04,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_04.png,rendered,0,,5.073263,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,39.333327,True,0.0,False,"0.077980,-0.817383,0.570793",strict,1024,0.0,0.0,0.845544,0.845544,existing_before_incremental
case_000005,ligand_delta,clear_05,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_05.png,rendered,0,,4.614669,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,61.097967,True,0.0,False,"0.200080,-0.518555,-0.831306",strict,1024,0.0,0.0,0.769112,0.769112,existing_before_incremental
case_000005,ligand_delta,clear_06,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_06.png,rendered,0,,4.232025,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,64.008849,True,0.0,False,"-0.268947,0.424805,0.864412",strict,1024,0.0,0.0,0.705338,0.705338,existing_before_incremental
case_000005,ligand_delta,clear_07,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_07.png,rendered,0,,4.139177,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,70.711187,True,0.0,False,"0.617298,0.784180,0.063291",strict,1024,0.0,0.0,0.689863,0.689863,existing_before_incremental
case_000005,ligand_delta,clear_08,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_08.png,rendered,0,,4.030438,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,30.140987,True,0.0,False,"-0.743876,0.520508,-0.419190",strict,1024,0.0,0.0,0.67174,0.67174,existing_before_incremental
case_000005,ligand_delta,clear_09,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_09.png,rendered,0,,3.80336,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,77.967994,True,0.0,False,"-0.687347,-0.696289,-0.206727",strict,1024,0.0,0.0,0.633893,0.633893,existing_before_incremental
case_000005,ligand_delta,clear_10,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_10.png,rendered,0,,3.551806,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,35.008989,True,0.0,False,"0.816882,-0.422852,0.392300",strict,1024,0.0,0.0,0.591968,0.591968,existing_before_incremental
case_000005,ligand_delta,clear_11,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_11.png,rendered,0,,2.887875,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,76.095883,True,0.0,False,"0.091617,0.258789,-0.961579",strict,1024,0.0,0.0,0.481313,0.481313,existing_before_incremental
case_000005,ligand_delta,clear_12,runs/phase2_visual_qc/case_000005/scripts/ligand_delta_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/ligand_delta_clear_12.png,rendered,0,,2.740093,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,88.070319,True,0.0,False,"0.520761,0.430664,0.737114",strict,1024,0.0,0.0,0.456682,0.456682,existing_before_incremental
case_000005,overlay_sticks,clear_01,runs/phase2_visual_qc/case_000005/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/overlay_sticks_clear_01.png,rendered,0,,9.704941,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,32.472415,True,0.0,False,"-0.124822,0.946289,0.298256",strict,1024,0.0,0.0,1.0,1.0,existing_before_incremental
case_000005,overlay_sticks,clear_02,runs/phase2_visual_qc/case_000005/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/overlay_sticks_clear_02.png,rendered,0,,9.673753,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,33.593791,True,0.043478,False,"0.050702,-0.973633,-0.222415",strict,1024,0.030769,0.0,0.998013,0.998006,existing_before_incremental
case_000005,overlay_sticks,clear_03,runs/phase2_visual_qc/case_000005/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/overlay_sticks_clear_03.png,rendered,0,,9.220587,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,64.301189,True,0.0,False,"0.473419,0.834961,0.280561",strict,1024,0.0,0.0,0.763894,0.763856,existing_before_incremental
case_000005,overlay_sticks,clear_04,runs/phase2_visual_qc/case_000005/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/overlay_sticks_clear_04.png,rendered,0,,8.796148,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,37.593348,True,0.0,False,"0.065731,0.954102,-0.292181",strict,1024,0.0,0.0,0.890769,0.890725,existing_before_incremental
case_000005,overlay_sticks,clear_05,runs/phase2_visual_qc/case_000005/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/overlay_sticks_clear_05.png,rendered,0,,8.688756,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,47.535765,True,0.0,False,"0.304502,-0.666992,-0.680000",strict,1024,0.0,0.0,0.842437,0.842444,existing_before_incremental
case_000005,overlay_sticks,clear_06,runs/phase2_visual_qc/case_000005/scripts/overlay_sticks_clear_01_clear_12.cxc,runs/phase2_visual_qc/case_000005/images/overlay_sticks_clear_06.png,rendered,0,,8.531449,"69.750305,101.400890,9.215099","69.750305,101.400890,9.215099",rgroup_displacement_midpoint,34.320525,True,0.043478,False,"0.032181,-0.924805,0.379079",strict,1024,0.030769,0.0,0.878234,0.878191,existing_before_incremental
